team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Arminia,26,27.7,,34,374,"3,060",34.0,32,21,53,30,2,3,55,0,0.94,0.62,1.56,0.88,1.50,26,34.0,55,0,,,,,,,,,,
Bayern Munich,24,28.1,,34,374,"3,060",34.0,67,49,116,65,2,2,59,4,1.97,1.44,3.41,1.91,3.35,24,34.0,59,4,,,,,,,,,,
Dortmund,24,24.7,,34,374,"3,060",34.0,45,32,77,42,3,3,53,2,1.32,0.94,2.26,1.24,2.18,24,34.0,53,2,,,,,,,,,,
Eint Frankfurt,26,26.1,,34,374,"3,060",34.0,40,25,65,38,2,3,60,1,1.18,0.74,1.91,1.12,1.85,26,34.0,60,1,,,,,,,,,,
Gladbach,28,27.2,,34,374,"3,060",34.0,38,24,62,37,1,1,79,2,1.12,0.71,1.82,1.09,1.79,28,34.0,79,2,,,,,,,,,,
Hamburger SV,26,26.3,,34,374,"3,060",34.0,48,38,86,43,5,5,74,2,1.41,1.12,2.53,1.26,2.38,26,34.0,74,2,,,,,,,,,,
Hannover 96,26,27.5,,34,374,"3,060",34.0,43,32,75,40,3,4,65,2,1.26,0.94,2.21,1.18,2.12,26,34.0,65,2,,,,,,,,,,
Hertha BSC,26,26.9,,34,374,"3,060",34.0,51,33,84,47,4,4,86,8,1.50,0.97,2.47,1.38,2.35,26,34.0,86,8,,,,,,,,,,
Kaiserslautern,31,25.7,,34,374,"3,060",34.0,47,27,74,45,2,3,61,2,1.38,0.79,2.18,1.32,2.12,31,34.0,61,2,,,,,,,,,,
Köln,31,25.5,,34,374,"3,060",34.0,48,30,78,45,3,3,82,7,1.41,0.88,2.29,1.32,2.21,31,34.0,82,7,,,,,,,,,,
Leverkusen,23,26.4,,34,374,"3,060",34.0,63,46,109,58,5,6,63,3,1.85,1.35,3.21,1.71,3.06,23,34.0,63,3,,,,,,,,,,
Mainz 05,26,26.5,,34,374,"3,060",34.0,45,35,80,40,5,6,67,0,1.32,1.03,2.35,1.18,2.21,26,34.0,67,0,,,,,,,,,,
MSV Duisburg,28,28.0,,34,374,"3,060",34.0,33,21,54,30,3,4,96,5,0.97,0.62,1.59,0.88,1.50,28,34.0,96,5,,,,,,,,,,
Nürnberg,29,25.5,,34,374,"3,060",34.0,49,32,81,47,2,3,82,5,1.44,0.94,2.38,1.38,2.32,29,34.0,82,5,,,,,,,,,,
Schalke 04,23,27.1,,34,374,"3,060",34.0,46,31,77,44,2,5,80,6,1.35,0.91,2.26,1.29,2.21,23,34.0,80,6,,,,,,,,,,
Stuttgart,23,26.9,,34,374,"3,060",34.0,36,21,57,34,2,3,75,2,1.06,0.62,1.68,1.00,1.62,23,34.0,75,2,,,,,,,,,,
Werder Bremen,23,26.3,,34,374,"3,060",34.0,78,55,133,76,2,5,70,2,2.29,1.62,3.91,2.24,3.85,23,34.0,70,2,,,,,,,,,,
Wolfsburg,27,27.4,,34,374,"3,060",34.0,33,19,52,32,1,1,84,6,0.97,0.56,1.53,0.94,1.50,27,34.0,84,6,,,,,,,,,,
