team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,29,26.7,,38,418,"3,420",38.0,45,24,69,44,1,1,89,8,1.18,0.63,1.82,1.16,1.79,29,38.0,89,8,,662,,,,,,,,
Bologna,29,30.2,,38,418,"3,420",38.0,42,22,64,35,7,7,89,4,1.11,0.58,1.68,0.92,1.50,29,38.0,89,4,,686,,,,,,,,
Cagliari,25,27.3,,38,418,"3,420",38.0,49,33,82,45,4,4,102,7,1.29,0.87,2.16,1.18,2.05,25,38.0,102,7,,629,,,,,,,,
Catania,30,27.2,,38,418,"3,420",38.0,41,21,62,36,5,6,88,4,1.08,0.55,1.63,0.95,1.50,30,38.0,88,4,,823,,,,,,,,
Chievo,33,28.8,,38,418,"3,420",38.0,34,21,55,30,4,4,109,9,0.89,0.55,1.45,0.79,1.34,33,38.0,109,9,,772,,,,,,,,
Fiorentina,25,26.4,,38,418,"3,420",38.0,53,27,80,49,4,4,87,4,1.39,0.71,2.11,1.29,2.00,25,38.0,87,4,,758,,,,,,,,
Genoa,26,26.8,,38,418,"3,420",38.0,56,33,89,49,7,8,104,9,1.47,0.87,2.34,1.29,2.16,26,38.0,104,9,,775,,,,,,,,
Inter,29,28.4,,38,418,"3,420",38.0,65,45,110,61,4,6,86,4,1.71,1.18,2.89,1.61,2.79,29,38.0,86,4,,663,,,,,,,,
Juventus,28,28.5,,38,418,"3,420",38.0,67,41,108,62,5,6,73,4,1.76,1.08,2.84,1.63,2.71,28,38.0,73,4,,720,,,,,,,,
Lazio,29,26.3,,38,418,"3,420",38.0,45,25,70,43,2,5,91,6,1.18,0.66,1.84,1.13,1.79,29,38.0,91,6,,633,,,,,,,,
Lecce,28,27.8,,38,418,"3,420",38.0,36,21,57,33,3,3,107,7,0.95,0.55,1.50,0.87,1.42,28,38.0,107,7,,785,,,,,,,,
Milan,30,30.4,,38,418,"3,420",38.0,70,43,113,60,10,12,91,4,1.84,1.13,2.97,1.58,2.71,30,38.0,91,4,,635,,,,,,,,
Napoli,27,26.0,,38,418,"3,420",38.0,42,27,69,40,2,3,93,7,1.11,0.71,1.82,1.05,1.76,27,38.0,93,7,,729,,,,,,,,
Palermo,29,26.4,,38,418,"3,420",38.0,56,35,91,52,4,4,88,8,1.47,0.92,2.39,1.37,2.29,29,38.0,88,8,,711,,,,,,,,
Reggina,32,26.4,,38,418,"3,420",38.0,29,16,45,22,7,8,97,6,0.76,0.42,1.18,0.58,1.00,32,38.0,97,6,,701,,,,,,,,
Roma,29,27.9,,38,418,"3,420",38.0,64,34,98,58,6,7,95,12,1.68,0.89,2.58,1.53,2.42,29,38.0,95,12,,602,,,,,,,,
Sampdoria,29,27.2,,38,418,"3,420",38.0,48,29,77,43,5,6,102,4,1.26,0.76,2.03,1.13,1.89,29,38.0,102,4,,728,,,,,,,,
Siena,28,26.4,,38,418,"3,420",38.0,33,18,51,31,2,4,67,2,0.87,0.47,1.34,0.82,1.29,28,38.0,67,2,,657,,,,,,,,
Torino,29,27.6,,38,418,"3,420",38.0,36,16,52,29,7,7,102,8,0.95,0.42,1.37,0.76,1.18,29,38.0,102,8,,834,,,,,,,,
Udinese,26,24.3,,38,418,"3,420",38.0,61,34,95,51,10,12,77,3,1.61,0.89,2.50,1.34,2.24,26,38.0,77,3,,672,,,,,,,,
