team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Atalanta,32,25.2,50.2,38,417,"3,420",38.0,62,43,105,57,5,5,90,2,1.63,1.13,2.76,1.50,2.63,32,38.0,90,2,2,600,555,80,863,698,491,6,4,1
Bologna,28,26.3,46.3,38,418,"3,420",38.0,39,29,68,38,1,2,87,2,1.03,0.76,1.79,1.00,1.76,28,38.0,87,2,2,485,519,96,627,605,534,1,5,2
Cagliari,34,28.7,43.2,38,418,"3,420",38.0,53,30,83,49,4,6,104,3,1.39,0.79,2.18,1.29,2.08,34,38.0,104,3,3,543,505,99,553,574,556,7,12,2
Chievo,29,31.3,46.7,38,418,"3,420",38.0,42,29,71,38,4,5,88,3,1.11,0.76,1.87,1.00,1.76,29,38.0,88,3,3,565,535,103,722,536,463,6,6,1
Crotone,31,26.0,37.1,38,418,"3,420",38.0,34,22,56,30,4,5,93,3,0.89,0.58,1.47,0.79,1.37,31,38.0,93,3,3,584,478,111,748,620,533,3,10,0
Empoli,29,26.8,49.0,38,418,"3,420",38.0,29,19,48,25,4,5,107,0,0.76,0.50,1.26,0.66,1.16,29,38.0,107,0,0,535,609,94,752,529,471,4,11,2
Fiorentina,30,27.3,58.3,38,418,"3,420",38.0,62,46,108,56,6,10,98,3,1.63,1.21,2.84,1.47,2.68,30,38.0,98,3,3,537,535,87,833,504,434,7,6,0
Genoa,33,26.9,48.8,38,418,"3,420",38.0,36,30,66,34,2,3,97,4,0.95,0.79,1.74,0.89,1.68,33,38.0,97,4,4,625,450,86,917,526,510,2,10,5
Inter,29,27.5,56.4,38,418,"3,420",38.0,70,55,125,67,3,5,81,3,1.84,1.45,3.29,1.76,3.21,29,38.0,81,3,3,540,516,81,1212,570,571,4,6,1
Juventus,27,29.1,57.0,38,418,"3,420",38.0,72,49,121,69,3,3,70,0,1.89,1.29,3.18,1.82,3.11,27,38.0,70,0,0,484,562,95,786,557,457,2,1,1
Lazio,30,26.0,51.0,38,418,"3,420",38.0,73,47,120,61,12,14,96,3,1.92,1.24,3.16,1.61,2.84,30,38.0,96,3,3,542,432,106,792,538,591,12,9,3
Milan,28,25.0,54.1,38,418,"3,420",38.0,55,39,94,48,7,12,98,9,1.45,1.03,2.47,1.26,2.29,28,38.0,98,9,9,519,518,98,799,411,487,10,10,2
Napoli,26,26.9,62.1,38,418,"3,420",38.0,94,68,162,89,5,6,58,0,2.47,1.79,4.26,2.34,4.13,26,38.0,58,0,0,376,430,85,790,442,487,6,7,1
Palermo,30,26.1,45.6,38,418,"3,420",38.0,33,24,57,32,1,1,107,6,0.87,0.63,1.50,0.84,1.47,30,38.0,107,6,6,568,534,87,665,657,494,1,6,1
Pescara,34,26.6,46.4,38,418,"3,420",38.0,32,27,59,30,2,6,98,3,0.84,0.71,1.55,0.79,1.50,34,38.0,98,3,3,551,537,117,661,549,512,7,6,1
Roma,22,26.7,57.1,38,418,"3,420",38.0,88,59,147,76,12,14,64,0,2.32,1.55,3.87,2.00,3.55,22,38.0,64,0,0,461,488,88,916,622,526,12,4,0
Sampdoria,24,26.6,52.3,38,418,"3,420",38.0,45,31,76,38,7,8,75,1,1.18,0.82,2.00,1.00,1.82,24,38.0,75,1,1,511,502,81,782,468,511,6,8,0
Sassuolo,28,26.7,46.8,38,418,"3,420",38.0,59,36,95,50,9,10,90,0,1.55,0.95,2.50,1.32,2.26,28,38.0,90,0,0,517,541,75,751,590,534,8,9,1
Torino,29,26.4,50.7,38,418,"3,420",38.0,70,54,124,65,5,9,88,3,1.84,1.42,3.26,1.71,3.13,29,38.0,88,3,3,581,497,91,750,594,508,10,7,1
Udinese,29,26.7,41.8,38,418,"3,420",38.0,47,29,76,45,2,3,85,0,1.24,0.76,2.00,1.18,1.95,29,38.0,85,0,0,481,516,42,853,526,507,3,9,2
