team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
AA Aachen,27,26.4,,34,374,"3,060",34.0,45,24,69,39,6,8,78,5,1.32,0.71,2.03,1.15,1.85,27,34.0,78,5,,611,,,,,,,,
Arminia,24,28.5,,34,374,"3,060",34.0,47,31,78,43,4,4,51,2,1.38,0.91,2.29,1.26,2.18,24,34.0,51,2,,466,,,,,,,,
Bayern Munich,28,27.5,,34,374,"3,060",34.0,55,42,97,53,2,3,58,2,1.62,1.24,2.85,1.56,2.79,28,34.0,58,2,,494,,,,,,,,
Bochum,28,27.2,,34,374,"3,060",34.0,47,34,81,45,2,2,63,3,1.38,1.00,2.38,1.32,2.32,28,34.0,63,3,,595,,,,,,,,
Dortmund,23,25.3,,34,374,"3,060",34.0,40,27,67,37,3,3,66,2,1.18,0.79,1.97,1.09,1.88,23,34.0,66,2,,620,,,,,,,,
Eint Frankfurt,28,26.3,,34,374,"3,060",34.0,45,28,73,43,2,2,50,7,1.32,0.82,2.15,1.26,2.09,28,34.0,50,7,,583,,,,,,,,
Energie Cottbus,25,28.7,,34,374,"3,060",34.0,36,21,57,33,3,4,91,3,1.06,0.62,1.68,0.97,1.59,25,34.0,91,3,,667,,,,,,,,
Gladbach,32,25.7,,34,373,"3,060",34.0,22,15,37,21,1,1,67,3,0.65,0.44,1.09,0.62,1.06,32,34.0,67,3,,590,,,,,,,,
Hamburger SV,30,26.1,,34,374,"3,060",34.0,42,26,68,37,5,7,69,7,1.24,0.76,2.00,1.09,1.85,30,34.0,69,7,,663,,,,,,,,
Hannover 96,22,27.9,,34,374,"3,060",34.0,41,31,72,39,2,3,52,3,1.21,0.91,2.12,1.15,2.06,22,34.0,52,3,,620,,,,,,,,
Hertha BSC,28,27.3,,34,374,"3,060",34.0,50,35,85,49,1,4,80,7,1.47,1.03,2.50,1.44,2.47,28,34.0,80,7,,570,,,,,,,,
Leverkusen,24,26.1,,34,374,"3,060",34.0,51,39,90,49,2,2,81,7,1.50,1.15,2.65,1.44,2.59,24,34.0,81,7,,640,,,,,,,,
Mainz 05,30,26.4,,34,373,"3,060",34.0,34,17,51,27,7,8,59,2,1.00,0.50,1.50,0.79,1.29,30,34.0,59,2,,643,,,,,,,,
Nürnberg,24,26.1,,34,374,"3,060",34.0,41,27,68,38,3,4,68,2,1.21,0.79,2.00,1.12,1.91,24,34.0,68,2,,610,,,,,,,,
Schalke 04,24,26.2,,34,374,"3,060",34.0,50,40,90,49,1,3,67,2,1.47,1.18,2.65,1.44,2.62,24,34.0,67,2,,618,,,,,,,,
Stuttgart,25,25.0,,34,374,"3,060",34.0,60,47,107,60,0,2,56,6,1.76,1.38,3.15,1.76,3.15,25,34.0,56,6,,617,,,,,,,,
Werder Bremen,24,25.4,,34,374,"3,060",34.0,74,59,133,73,1,4,65,0,2.18,1.74,3.91,2.15,3.88,24,34.0,65,0,,567,,,,,,,,
Wolfsburg,24,27.5,,34,374,"3,060",34.0,35,27,62,34,1,2,66,1,1.03,0.79,1.82,1.00,1.79,24,34.0,66,1,,675,,,,,,,,
