team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Almería,28,27.5,,38,418,"3,420",38.0,43,28,71,35,8,8,103,0,1.13,0.74,1.87,0.92,1.66,28,38.0,103,0,,563,,,,,,,,
Athletic Club,24,26.4,,38,418,"3,420",38.0,65,46,111,61,4,7,81,0,1.71,1.21,2.92,1.61,2.82,24,38.0,81,0,,483,,,,,,,,
Atlético Madrid,25,26.9,,38,418,"3,420",38.0,74,55,129,68,6,10,98,0,1.95,1.45,3.39,1.79,3.24,25,38.0,98,0,,522,,,,,,,,
Barcelona,25,27.4,,38,418,"3,420",38.0,96,71,167,85,11,13,71,0,2.53,1.87,4.39,2.24,4.11,25,38.0,71,0,,425,,,,,,,,
Betis,33,26.6,,38,418,"3,420",38.0,35,21,56,34,1,4,118,0,0.92,0.55,1.47,0.89,1.45,33,38.0,118,0,,540,,,,,,,,
Celta Vigo,26,25.0,,38,418,"3,420",38.0,47,32,79,45,2,3,86,0,1.24,0.84,2.08,1.18,2.03,26,38.0,86,0,,513,,,,,,,,
Elche,28,27.2,,38,418,"3,420",38.0,30,22,52,26,4,6,121,0,0.79,0.58,1.37,0.68,1.26,28,38.0,121,0,,530,,,,,,,,
Espanyol,24,26.7,,38,418,"3,420",38.0,40,30,70,35,5,6,100,0,1.05,0.79,1.84,0.92,1.71,24,38.0,100,0,,607,,,,,,,,
Getafe,28,27.7,,38,418,"3,420",38.0,34,30,64,32,2,3,129,0,0.89,0.79,1.68,0.84,1.63,28,38.0,129,0,,574,,,,,,,,
Granada,26,26.3,,38,418,"3,420",38.0,31,22,53,28,3,6,109,0,0.82,0.58,1.39,0.74,1.32,26,38.0,109,0,,539,,,,,,,,
Levante,28,28.9,,38,418,"3,420",38.0,33,19,52,29,4,8,116,0,0.87,0.50,1.37,0.76,1.26,28,38.0,116,0,,648,,,,,,,,
Málaga,28,27.0,,38,418,"3,420",38.0,39,30,69,37,2,3,128,0,1.03,0.79,1.82,0.97,1.76,28,38.0,128,0,,565,,,,,,,,
Osasuna,25,28.0,,38,418,"3,420",38.0,31,15,46,31,0,0,91,0,0.82,0.39,1.21,0.82,1.21,25,38.0,91,0,,495,,,,,,,,
Rayo Vallecano,30,25.8,,38,418,"3,420",38.0,45,30,75,38,7,9,102,0,1.18,0.79,1.97,1.00,1.79,30,38.0,102,0,,543,,,,,,,,
Real Madrid,25,26.4,,38,418,"3,420",38.0,103,78,181,97,6,6,76,0,2.71,2.05,4.76,2.55,4.61,25,38.0,76,0,,452,,,,,,,,
Real Sociedad,27,25.8,,38,418,"3,420",38.0,59,44,103,57,2,2,76,0,1.55,1.16,2.71,1.50,2.66,27,38.0,76,0,,451,,,,,,,,
Sevilla,31,25.9,,38,418,"3,420",38.0,68,47,115,61,7,10,121,0,1.79,1.24,3.03,1.61,2.84,31,38.0,121,0,,569,,,,,,,,
Valencia,31,26.1,,38,418,"3,420",38.0,51,35,86,49,2,3,102,0,1.34,0.92,2.26,1.29,2.21,31,38.0,102,0,,493,,,,,,,,
Valladolid,25,27.7,,38,418,"3,420",38.0,37,28,65,36,1,2,103,0,0.97,0.74,1.71,0.95,1.68,25,38.0,103,0,,525,,,,,,,,
Villarreal,25,25.2,,38,418,"3,420",38.0,58,42,100,53,5,6,77,0,1.53,1.11,2.63,1.39,2.50,25,38.0,77,0,,528,,,,,,,,
