team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Augsburg,27,26.7,,34,374,"3,060",34.0,46,33,79,44,2,2,61,0,1.35,0.97,2.32,1.29,2.26,27,34.0,61,0,,494,,,,,,,,
Bayern Munich,25,26.5,,34,374,"3,060",34.0,93,74,167,88,5,7,45,0,2.74,2.18,4.91,2.59,4.76,25,34.0,45,0,,392,,,,,,,,
BTSV,27,26.0,,34,374,"3,060",34.0,28,22,50,27,1,3,66,0,0.82,0.65,1.47,0.79,1.44,27,34.0,66,0,,535,,,,,,,,
Dortmund,26,25.9,,34,374,"3,060",34.0,80,51,131,70,10,10,45,,2.35,1.50,3.85,2.06,3.56,26,34.0,45,,,448,,,,,,,,
Eint Frankfurt,27,25.6,,34,374,"3,060",34.0,38,28,66,37,1,2,79,0,1.12,0.82,1.94,1.09,1.91,27,34.0,79,0,,537,,,,,,,,
Freiburg,30,23.9,,34,374,"3,060",34.0,42,31,73,41,1,2,66,0,1.24,0.91,2.15,1.21,2.12,30,34.0,66,0,,493,,,,,,,,
Gladbach,21,25.6,,34,374,"3,060",34.0,57,38,95,51,6,8,56,0,1.68,1.12,2.79,1.50,2.62,21,34.0,56,0,,356,,,,,,,,
Hamburger SV,28,25.0,,34,374,"3,060",34.0,50,31,81,47,3,3,58,0,1.47,0.91,2.38,1.38,2.29,28,34.0,58,0,,515,,,,,,,,
Hannover 96,26,25.7,,34,374,"3,060",34.0,46,32,78,43,3,4,75,0,1.35,0.94,2.29,1.26,2.21,26,34.0,75,0,,560,,,,,,,,
Hertha BSC,25,26.1,,34,374,"3,060",34.0,40,30,70,36,4,5,58,0,1.18,0.88,2.06,1.06,1.94,25,34.0,58,0,,538,,,,,,,,
Hoffenheim,25,24.0,,34,374,"3,060",34.0,72,46,118,62,10,14,63,0,2.12,1.35,3.47,1.82,3.18,25,34.0,63,0,,639,,,,,,,,
Leverkusen,24,25.4,,34,374,"3,060",34.0,58,43,101,56,2,2,70,0,1.71,1.26,2.97,1.65,2.91,24,34.0,70,0,,498,,,,,,,,
Mainz 05,28,26.8,,34,374,"3,060",34.0,50,34,84,47,3,3,53,0,1.47,1.00,2.47,1.38,2.38,28,34.0,53,0,,472,,,,,,,,
Nürnberg,27,25.9,,34,374,"3,060",34.0,37,27,64,35,2,3,76,0,1.09,0.79,1.88,1.03,1.82,27,34.0,76,0,,507,,,,,,,,
Schalke 04,30,24.6,,34,374,"3,060",34.0,60,39,99,55,5,8,59,0,1.76,1.15,2.91,1.62,2.76,30,34.0,59,0,,525,,,,,,,,
Stuttgart,27,24.8,,34,374,"3,060",34.0,48,37,85,46,2,5,62,0,1.41,1.09,2.50,1.35,2.44,27,34.0,62,0,,486,,,,,,,,
Werder Bremen,27,25.8,,34,374,"3,060",34.0,39,28,67,37,2,3,77,0,1.15,0.82,1.97,1.09,1.91,27,34.0,77,0,,536,,,,,,,,
Wolfsburg,26,25.9,,34,374,"3,060",34.0,62,38,100,58,4,5,64,0,1.82,1.12,2.94,1.71,2.82,26,34.0,64,0,,531,,,,,,,,
