team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Ajaccio,25,26.9,,38,417,"3,420",38.0,36,24,60,34,2,3,84,5,0.95,0.63,1.58,0.89,1.53,25,38.0,84,5,,,,,,,,,,
Auxerre,24,26.5,,38,417,"3,420",38.0,48,32,80,47,1,1,59,,1.26,0.84,2.11,1.24,2.08,24,38.0,59,,,,,,,,,,,
Bastia,27,25.1,,38,418,"3,420",38.0,32,21,53,32,0,0,71,6,0.84,0.55,1.39,0.84,1.39,27,38.0,71,6,,,,,,,,,,
Bordeaux,24,25.4,,38,418,"3,420",38.0,35,24,59,31,4,4,69,8,0.92,0.63,1.55,0.82,1.45,24,38.0,69,8,,,,,,,,,,
Caen,31,25.4,,38,418,"3,420",38.0,35,22,57,32,3,4,84,2,0.92,0.58,1.50,0.84,1.42,31,38.0,84,2,,,,,,,,,,
Istres,31,27.7,,38,420,"3,420",38.0,25,17,42,23,2,2,96,8,0.66,0.45,1.11,0.61,1.05,31,38.0,96,8,,,,,,,,,,
Lens,23,25.4,,38,418,"3,420",38.0,44,33,77,40,4,4,71,3,1.16,0.87,2.03,1.05,1.92,23,38.0,71,3,,,,,,,,,,
Lille,25,24.7,,38,418,"3,420",38.0,50,34,84,45,5,6,76,7,1.32,0.89,2.21,1.18,2.08,25,38.0,76,7,,,,,,,,,,
Lyon,22,25.5,,38,419,"3,420",38.0,54,40,94,52,2,4,54,1,1.42,1.05,2.47,1.37,2.42,22,38.0,54,1,,,,,,,,,,
Marseille,26,26.4,,38,420,"3,420",38.0,47,26,73,46,1,1,83,2,1.24,0.68,1.92,1.21,1.89,26,38.0,83,2,,,,,,,,,,
Metz,28,24.3,,38,419,"3,420",38.0,33,19,52,29,4,4,69,3,0.87,0.50,1.37,0.76,1.26,28,38.0,69,3,,,,,,,,,,
Monaco,24,24.8,,38,418,"3,420",38.0,52,32,84,48,4,4,87,3,1.37,0.84,2.21,1.26,2.11,24,38.0,87,3,,,,,,,,,,
Nantes,32,24.5,,38,413,"3,420",38.0,33,23,56,31,2,2,63,6,0.87,0.61,1.47,0.82,1.42,32,38.0,63,6,,,,,,,,,,
Nice,26,26.9,,38,416,"3,420",38.0,38,22,60,32,6,7,97,6,1.00,0.58,1.58,0.84,1.42,26,38.0,97,6,,,,,,,,,,
Paris S-G,27,26.7,,38,415,"3,420",38.0,36,27,63,30,6,8,81,7,0.95,0.71,1.66,0.79,1.50,27,38.0,81,7,,,,,,,,,,
Rennes,23,24.1,,38,418,"3,420",38.0,48,38,86,43,5,5,73,5,1.26,1.00,2.26,1.13,2.13,23,38.0,73,5,,,,,,,,,,
Saint-Étienne,23,24.9,,38,418,"3,420",38.0,47,27,74,42,5,5,72,3,1.24,0.71,1.95,1.11,1.82,23,38.0,72,3,,,,,,,,,,
Sochaux,28,25.9,,38,420,"3,420",38.0,41,27,68,40,1,2,67,4,1.08,0.71,1.79,1.05,1.76,28,38.0,67,4,,,,,,,,,,
Strasbourg,23,25.5,,38,418,"3,420",38.0,42,24,66,38,4,4,73,7,1.11,0.63,1.74,1.00,1.63,23,38.0,73,7,,,,,,,,,,
Toulouse,26,24.7,,38,418,"3,420",38.0,34,21,55,33,1,1,75,4,0.89,0.55,1.45,0.87,1.42,26,38.0,75,4,,,,,,,,,,
