team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
1860 Munich,23,27.8,,34,372,"3,060",34.0,50,32,82,45,5,6,87,4,1.47,0.94,2.41,1.32,2.26,23,34.0,87,4,,,,,,,,,,
Arminia,27,27.9,,34,374,"3,060",34.0,39,27,66,35,4,5,69,7,1.15,0.79,1.94,1.03,1.82,27,34.0,69,7,,,,,,,,,,
Bayern Munich,24,27.9,,34,374,"3,060",34.0,72,55,127,67,5,6,81,2,2.12,1.62,3.74,1.97,3.59,24,34.0,81,2,,,,,,,,,,
Dortmund,25,28.0,,34,374,"3,060",34.0,39,35,74,37,2,2,97,1,1.15,1.03,2.18,1.09,2.12,25,34.0,97,1,,,,,,,,,,
Eint Frankfurt,26,28.2,,34,374,"3,060",34.0,42,34,76,38,4,4,68,4,1.24,1.00,2.24,1.12,2.12,26,34.0,68,4,,,,,,,,,,
Freiburg,25,25.4,,34,374,"3,060",34.0,45,31,76,40,5,9,72,8,1.32,0.91,2.24,1.18,2.09,25,34.0,72,8,,,,,,,,,,
Hamburger SV,26,27.2,,34,373,"3,060",34.0,60,42,102,50,10,10,64,2,1.76,1.24,3.00,1.47,2.71,26,34.0,64,2,,,,,,,,,,
Hansa Rostock,23,28.0,,34,373,"3,060",34.0,42,27,69,38,4,4,79,4,1.24,0.79,2.03,1.12,1.91,23,34.0,79,4,,,,,,,,,,
Hertha BSC,27,27.5,,34,374,"3,060",34.0,38,30,68,38,0,1,79,3,1.12,0.88,2.00,1.12,2.00,27,34.0,79,3,,,,,,,,,,
Kaiserslautern,23,29.2,,34,373,"3,060",34.0,52,40,92,47,5,7,73,5,1.53,1.18,2.71,1.38,2.56,23,34.0,73,5,,,,,,,,,,
Leverkusen,25,26.2,,34,374,"3,060",34.0,74,55,129,70,4,5,82,4,2.18,1.62,3.79,2.06,3.68,25,34.0,82,4,,,,,,,,,,
MSV Duisburg,27,29.0,,34,378,"3,060",34.0,37,24,61,32,5,5,82,1,1.09,0.71,1.79,0.94,1.65,27,34.0,82,1,,,,,,,,,,
Schalke 04,27,28.2,,34,370,"3,060",34.0,40,31,71,37,3,5,78,7,1.18,0.91,2.09,1.09,2.00,27,34.0,78,7,,,,,,,,,,
Stuttgart,26,27.6,,34,373,"3,060",34.0,43,30,73,41,2,3,74,6,1.26,0.88,2.15,1.21,2.09,26,34.0,74,6,,,,,,,,,,
Ulm,21,27.1,,34,374,"3,060",34.0,35,29,64,33,2,2,69,7,1.03,0.85,1.88,0.97,1.82,21,34.0,69,7,,,,,,,,,,
Unterhaching,22,28.0,,34,374,"3,060",34.0,40,23,63,35,5,7,53,4,1.18,0.68,1.85,1.03,1.71,22,34.0,53,4,,,,,,,,,,
Werder Bremen,23,26.9,,34,373,"3,060",34.0,65,51,116,60,5,5,67,3,1.91,1.50,3.41,1.76,3.26,23,34.0,67,3,,,,,,,,,,
Wolfsburg,27,28.4,,34,374,"3,060",34.0,51,43,94,50,1,2,70,1,1.50,1.26,2.76,1.47,2.74,27,34.0,70,1,,,,,,,,,,
