team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Alavés,23,27.4,,38,416,"3,420",38.0,55,36,91,47,8,9,113,5,1.45,0.95,2.39,1.24,2.18,23,38.0,113,5,,731,,,,,,,,
Athletic Club,26,26.0,,38,418,"3,420",38.0,44,27,71,40,4,5,111,11,1.16,0.71,1.87,1.05,1.76,26,38.0,111,11,,800,,,,,,,,
Barcelona,24,26.4,,38,418,"3,420",38.0,79,46,125,74,5,6,91,9,2.08,1.21,3.29,1.95,3.16,24,38.0,91,9,,681,,,,,,,,
Celta Vigo,24,27.1,,38,418,"3,420",38.0,49,29,78,44,5,5,125,11,1.29,0.76,2.05,1.16,1.92,24,38.0,125,11,,786,,,,,,,,
Espanyol,28,25.8,,38,416,"3,420",38.0,44,27,71,40,4,5,89,5,1.16,0.71,1.87,1.05,1.76,28,38.0,89,5,,852,,,,,,,,
La Coruña,23,28.3,,38,417,"3,420",38.0,73,40,113,69,4,6,103,7,1.92,1.05,2.97,1.82,2.87,23,38.0,103,7,,607,,,,,,,,
Las Palmas,29,26.6,,38,418,"3,420",38.0,42,24,66,37,5,6,117,9,1.11,0.63,1.74,0.97,1.61,29,38.0,117,9,,724,,,,,,,,
Málaga,27,27.0,,38,418,"3,420",38.0,60,36,96,56,4,4,95,6,1.58,0.95,2.53,1.47,2.42,27,38.0,95,6,,720,,,,,,,,
Mallorca,27,28.2,,38,418,"3,420",38.0,59,40,99,58,1,3,93,5,1.55,1.05,2.61,1.53,2.58,27,38.0,93,5,,689,,,,,,,,
Numancia,26,27.3,,38,418,"3,420",38.0,38,27,65,34,4,4,103,5,1.00,0.71,1.71,0.89,1.61,26,38.0,103,5,,729,,,,,,,,
Osasuna,27,26.9,,38,418,"3,420",38.0,40,25,65,36,4,8,91,3,1.05,0.66,1.71,0.95,1.61,27,38.0,91,3,,665,,,,,,,,
Oviedo,28,25.0,,38,417,"3,420",38.0,51,32,83,49,2,4,109,6,1.34,0.84,2.18,1.29,2.13,28,38.0,109,6,,641,,,,,,,,
Racing Sant,28,27.2,,38,418,"3,420",38.0,47,22,69,43,4,4,98,6,1.24,0.58,1.82,1.13,1.71,28,38.0,98,6,,738,,,,,,,,
Rayo Vallecano,24,28.2,,38,418,"3,420",38.0,54,31,85,49,5,6,109,9,1.42,0.82,2.24,1.29,2.11,24,38.0,109,9,,667,,,,,,,,
Real Madrid,23,25.8,,38,418,"3,420",38.0,78,50,128,74,4,8,78,2,2.05,1.32,3.37,1.95,3.26,23,38.0,78,2,,594,,,,,,,,
Real Sociedad,30,26.6,,38,418,"3,420",38.0,51,28,79,42,9,9,95,12,1.34,0.74,2.08,1.11,1.84,30,38.0,95,12,,634,,,,,,,,
Valencia,24,27.6,,38,418,"3,420",38.0,53,39,92,47,6,9,117,7,1.39,1.03,2.42,1.24,2.26,24,38.0,117,7,,818,,,,,,,,
Valladolid,24,26.2,,38,418,"3,420",38.0,41,26,67,36,5,6,109,6,1.08,0.68,1.76,0.95,1.63,24,38.0,109,6,,739,,,,,,,,
Villarreal,24,26.5,,38,422,"3,420",38.0,57,29,86,54,3,3,116,10,1.50,0.76,2.26,1.42,2.18,24,38.0,116,10,,782,,,,,,,,
Zaragoza,25,28.3,,38,419,"3,420",38.0,53,37,90,51,2,3,86,6,1.39,0.97,2.37,1.34,2.32,25,38.0,86,6,,653,,,,,,,,
