team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Monaco,32,25.8,50.9,38,418,"3,420",38.0,83,56,139,76,7,8,71,4,62.3,56.1,43.1,99.2,735,1742,2.18,1.47,3.66,2.00,3.47,1.64,1.13,2.77,1.48,2.61,32,38.0,71,4,1,508,517,73,764,497,433,8,5,1,2069,612,609,50.1
Montpellier,23,26.4,47.0,38,418,"3,420",38.0,36,28,64,36,0,2,72,1,42.6,41.0,31.0,72.1,749,1572,0.95,0.74,1.68,0.95,1.68,1.12,0.82,1.94,1.08,1.90,23,38.0,72,1,0,447,528,83,849,499,450,2,6,0,2220,633,554,53.3
Nantes,30,25.6,43.7,38,418,"3,420",38.0,36,24,60,32,4,5,68,6,41.8,37.9,29.4,67.3,559,1405,0.95,0.63,1.58,0.84,1.47,1.10,0.77,1.87,1.00,1.77,30,38.0,68,6,5,490,409,85,789,426,510,4,4,1,2243,667,692,49.1
Nice,31,25.0,58.1,38,418,"3,420",38.0,52,35,87,44,8,10,82,4,49.2,41.7,31.9,73.6,841,1637,1.37,0.92,2.29,1.16,2.08,1.30,0.84,2.14,1.10,1.94,31,38.0,82,4,2,445,533,63,572,437,398,9,5,3,1939,388,381,50.5
Paris S-G,28,26.1,66.3,38,418,"3,420",38.0,100,75,175,93,7,9,69,6,86.1,79.3,65.1,144.4,1044,2068,2.63,1.97,4.61,2.45,4.42,2.26,1.71,3.98,2.09,3.80,28,38.0,69,6,4,425,493,93,682,329,435,7,5,1,2023,353,265,57.1
Rennes,28,24.2,49.9,38,418,"3,420",38.0,48,32,80,42,6,8,67,5,49.8,43.6,33.0,76.5,619,1505,1.26,0.84,2.11,1.11,1.95,1.31,0.87,2.18,1.15,2.01,28,38.0,67,5,3,479,525,89,766,415,409,7,8,2,2194,674,642,51.2
Saint-Étienne,30,26.6,51.3,38,418,"3,420",38.0,45,31,76,38,7,11,72,8,51.0,42.8,35.4,78.2,732,1552,1.18,0.82,2.00,1.00,1.82,1.34,0.93,2.27,1.13,2.06,30,38.0,72,8,1,510,492,90,657,401,447,10,7,1,2035,627,597,51.2
Strasbourg,25,27.2,49.1,38,418,"3,420",38.0,43,26,69,36,7,7,72,4,45.5,40.0,29.8,69.8,658,1289,1.13,0.68,1.82,0.95,1.63,1.20,0.78,1.98,1.05,1.84,25,38.0,72,4,1,523,437,76,776,515,490,7,7,0,2087,700,664,51.3
Toulouse,25,23.9,45.7,38,418,"3,420",38.0,35,24,59,27,8,11,93,3,45.5,37.0,29.1,66.1,667,1473,0.92,0.63,1.55,0.71,1.34,1.20,0.77,1.96,0.97,1.74,25,38.0,93,3,1,590,495,75,822,479,465,9,6,2,2074,748,672,52.7
Troyes,25,26.7,42.6,38,418,"3,420",38.0,30,21,51,28,2,3,78,7,38.0,35.7,26.5,62.2,564,1333,0.79,0.55,1.34,0.74,1.29,1.00,0.70,1.70,0.94,1.64,25,38.0,78,7,2,495,388,63,689,437,410,3,5,1,2018,641,787,44.9
