team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Amiens,30,27.5,43.3,38,418,"3,420",38.0,36,24,60,33,3,4,74,5,32.8,29.8,21.3,51.1,547,1178,0.95,0.63,1.58,0.87,1.50,0.86,0.56,1.42,0.78,1.35,30,38.0,74,5,2,504,459,69,590,523,445,4,4,0,2214,637,725,46.8
Angers,27,27.1,45.1,38,418,"3,420",38.0,41,30,71,37,4,4,70,3,47.6,44.5,35.3,79.8,699,1430,1.08,0.79,1.87,0.97,1.76,1.25,0.93,2.18,1.17,2.10,27,38.0,70,3,2,492,436,59,653,410,427,3,7,4,2051,592,654,47.5
Bordeaux,31,25.1,50.6,38,418,"3,420",38.0,52,36,88,48,4,6,74,2,51.0,46.1,35.9,82.0,875,1501,1.37,0.95,2.32,1.26,2.21,1.34,0.94,2.29,1.21,2.16,31,38.0,74,2,1,532,470,76,736,464,459,5,8,1,2227,578,631,47.8
Caen,26,27.3,45.5,38,418,"3,420",38.0,25,19,44,20,5,8,68,4,42.8,36.6,29.6,66.3,598,1548,0.66,0.50,1.16,0.53,1.03,1.13,0.78,1.91,0.96,1.74,26,38.0,68,4,0,523,433,76,971,476,478,5,5,4,2371,814,770,51.4
Dijon,26,26.6,48.4,38,418,"3,420",38.0,52,36,88,47,5,5,70,5,41.6,37.8,29.2,67.0,659,1320,1.37,0.95,2.32,1.24,2.18,1.09,0.77,1.86,1.00,1.76,26,38.0,70,5,1,492,471,73,567,544,462,5,14,3,2120,603,665,47.6
Guingamp,23,27.2,49.7,38,418,"3,420",38.0,46,27,73,40,6,7,67,2,45.5,40.1,30.0,70.1,763,1519,1.21,0.71,1.92,1.05,1.76,1.20,0.79,1.99,1.06,1.85,23,38.0,67,2,2,498,517,100,727,475,437,5,7,1,2026,610,635,49.0
Lille,25,22.6,53.8,38,418,"3,420",38.0,41,31,72,39,2,2,61,6,36.4,34.8,29.7,64.5,831,1581,1.08,0.82,1.89,1.03,1.84,0.96,0.78,1.74,0.92,1.70,25,38.0,61,6,2,482,430,87,614,492,453,2,7,3,2251,485,460,51.3
Lyon,26,24.4,55.6,38,418,"3,420",38.0,85,62,147,79,6,7,72,2,63.4,58.3,43.9,102.2,949,1670,2.24,1.63,3.87,2.08,3.71,1.67,1.15,2.82,1.53,2.69,26,38.0,72,2,1,475,530,80,572,450,411,6,8,3,2142,573,458,55.6
Marseille,26,27.2,57.8,38,418,"3,420",38.0,79,54,133,74,5,8,81,2,78.1,71.7,55.9,127.6,947,1586,2.08,1.42,3.50,1.95,3.37,2.06,1.47,3.53,1.89,3.36,26,38.0,81,2,0,508,481,78,864,448,505,7,6,2,2246,607,571,51.5
Metz,36,27.4,45.5,38,418,"3,420",38.0,33,27,60,30,3,4,80,7,40.3,37.2,30.0,67.3,589,1518,0.87,0.71,1.58,0.79,1.50,1.06,0.79,1.85,0.98,1.77,36,38.0,80,7,2,532,435,56,701,511,458,2,5,2,2204,615,725,45.9
