team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
La Coruña,32,28.2,46.8,38,418,"3,420",38.0,38,30,68,35,3,5,100,2,51.6,47.7,40.0,87.7,640,1477,1.00,0.79,1.79,0.92,1.71,1.36,1.05,2.41,1.25,2.31,32,38.0,100,2,1,507,436,94,747,484,500,5,5,3,2074,558,584,48.9
Las Palmas,36,27.0,54.7,38,418,"3,420",38.0,24,15,39,18,6,8,89,3,38.5,32.3,24.8,57.1,726,1332,0.63,0.39,1.03,0.47,0.87,1.01,0.65,1.66,0.85,1.50,36,38.0,89,3,1,484,665,81,581,508,433,5,5,1,1998,474,540,46.7
Leganés,28,27.8,43.0,38,418,"3,420",38.0,32,23,55,30,2,3,105,5,39.9,37.6,30.0,67.6,534,1111,0.84,0.61,1.45,0.79,1.39,1.05,0.79,1.84,0.99,1.78,28,38.0,105,5,3,592,503,97,690,583,483,2,7,0,2140,653,627,51.0
Levante,33,25.7,42.8,38,418,"3,420",38.0,43,28,71,38,5,5,111,6,44.7,40.8,31.8,72.7,676,1286,1.13,0.74,1.87,1.00,1.74,1.18,0.84,2.02,1.07,1.91,33,38.0,111,6,3,554,446,70,726,477,414,5,6,3,1967,468,559,45.6
Málaga,37,27.2,44.1,38,418,"3,420",38.0,23,15,38,19,4,6,101,8,38.4,33.7,26.3,60.0,463,1169,0.61,0.39,1.00,0.50,0.89,1.01,0.69,1.70,0.89,1.58,37,38.0,101,8,5,613,442,89,742,497,509,3,7,0,2086,602,739,44.9
Real Madrid,24,27.1,60.2,38,418,"3,420",38.0,91,65,156,83,8,10,67,4,85.4,77.5,62.8,140.2,1131,2383,2.39,1.71,4.11,2.18,3.89,2.25,1.65,3.90,2.04,3.69,24,38.0,67,4,2,436,517,115,904,424,470,9,4,2,2087,406,369,52.4
Real Sociedad,27,25.9,56.5,38,418,"3,420",38.0,64,47,111,60,4,5,64,5,53.7,49.7,38.9,88.7,883,1605,1.68,1.24,2.92,1.58,2.82,1.41,1.02,2.44,1.31,2.33,27,38.0,64,5,4,419,538,91,782,446,374,5,8,1,2038,498,467,51.6
Sevilla,31,27.1,54.3,38,418,"3,420",38.0,48,35,83,44,4,5,99,3,59.5,55.7,42.8,98.5,817,1824,1.26,0.92,2.18,1.16,2.08,1.57,1.13,2.69,1.47,2.59,31,38.0,99,3,2,562,493,137,657,409,535,3,8,1,2129,582,504,53.6
Valencia,25,24.8,48.6,38,418,"3,420",38.0,63,45,108,55,8,8,107,5,56.0,49.8,39.9,89.7,739,1563,1.66,1.18,2.84,1.45,2.63,1.47,1.05,2.52,1.31,2.36,25,38.0,107,5,4,518,548,83,605,459,492,7,5,0,2023,534,460,53.7
Villarreal,32,26.6,50.4,38,418,"3,420",38.0,56,45,101,52,4,5,117,6,53.3,49.3,42.0,91.3,719,1453,1.47,1.18,2.66,1.37,2.55,1.40,1.11,2.51,1.30,2.40,32,38.0,117,6,4,598,458,111,517,427,466,5,8,0,2021,553,533,50.9
