team,players_used_x,avg_age,possession,games,games_starts,minutes,minutes_90s_x,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow_x,cards_red_x,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,players_used_y,minutes_90s_y,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Huesca,30,26.7,44.5,38,418,"3,420",38.0,43,28,71,37,6,7,114,3,50.8,45.4,34.6,80.0,653,1209,1.13,0.74,1.87,0.97,1.71,1.34,0.91,2.25,1.19,2.10,30,38.0,114,3,1,579,442,94,771,440,452,5,9,3,2029,740,762,49.3
Leganés,29,26.6,43.1,38,418,"3,420",38.0,36,25,61,33,3,5,106,4,40.6,36.8,28.1,64.9,447,1153,0.95,0.66,1.61,0.87,1.53,1.07,0.74,1.81,0.97,1.71,29,38.0,106,4,2,542,398,75,744,432,382,3,4,1,1942,914,721,55.9
Levante,26,26.3,45.7,38,418,"3,420",38.0,56,39,95,51,5,7,112,7,53.9,48.4,38.5,86.9,709,1295,1.47,1.03,2.50,1.34,2.37,1.42,1.01,2.43,1.27,2.29,26,38.0,112,7,5,501,487,85,674,422,372,6,9,2,1969,469,571,45.1
Rayo Vallecano,29,26.6,48.7,38,418,"3,420",38.0,40,24,64,35,5,5,106,8,48.7,44.8,33.0,77.7,831,1326,1.05,0.63,1.68,0.92,1.55,1.28,0.87,2.15,1.18,2.05,29,38.0,106,8,5,567,455,71,783,433,422,5,11,1,1996,535,587,47.7
Real Madrid,27,27.1,60.1,38,418,"3,420",38.0,61,39,100,52,9,9,83,6,66.7,60.2,49.9,110.1,1009,2094,1.61,1.03,2.63,1.37,2.39,1.76,1.31,3.07,1.58,2.90,27,38.0,83,6,4,446,545,112,762,373,395,8,8,0,1957,479,434,52.5
Real Sociedad,30,24.9,51.7,38,418,"3,420",38.0,44,27,71,36,8,10,82,4,49.7,42.2,33.0,75.2,695,1381,1.16,0.71,1.87,0.95,1.66,1.31,0.87,2.18,1.11,1.98,30,38.0,82,4,2,492,544,92,627,425,344,7,3,2,2021,699,651,51.8
Sevilla,27,27.9,52.3,38,418,"3,420",38.0,60,47,107,55,5,6,118,6,66.6,61.8,49.3,111.1,828,1804,1.58,1.24,2.82,1.45,2.68,1.75,1.30,3.05,1.63,2.92,27,38.0,118,6,4,536,462,111,812,365,408,5,7,0,2050,651,724,47.3
Valencia,25,26.4,47.1,38,418,"3,420",38.0,50,38,88,45,5,7,90,3,60.7,55.2,46.7,101.9,751,1561,1.32,1.00,2.32,1.18,2.18,1.60,1.23,2.83,1.45,2.68,25,38.0,90,3,2,463,514,75,715,418,384,6,8,2,2016,596,621,49.0
Valladolid,28,27.4,46.8,38,418,"3,420",38.0,31,19,50,27,4,7,92,0,41.1,35.6,26.7,62.3,662,1299,0.82,0.50,1.32,0.71,1.21,1.08,0.70,1.78,0.94,1.64,28,38.0,92,0,0,521,521,96,804,387,441,6,9,1,1967,595,854,41.1
Villarreal,26,27.1,48.3,38,418,"3,420",38.0,47,34,81,44,3,6,118,3,53.9,50.0,39.0,89.0,715,1648,1.24,0.89,2.13,1.16,2.05,1.42,1.03,2.45,1.31,2.34,26,38.0,118,3,3,518,412,95,618,390,413,3,5,3,1914,613,629,49.4
